ФИО клиента,Дата рождения,Номер счета,Баланс счета,Валюта,идентификатор транзакции,Тип операции,сумма,Дата транзакции
Беляков Карл Августович,27.03.2007,06944086785451326845,"370650,67",RUB,TXN-000648,списание,"24052,92",10.08.2025
Константинова Синклитикия Геннадьевна,15.02.1936,15500929923189665257,"330084,31",RUB,TXN-000649,пополнение,"22148,27",23.07.2025
Мишина Ирина Николаевна,24.04.2004,24615525994187278221,"372940,64",RUB,TXN-000650,пополнение,"3413,63",10.08.2025
Филатов Ферапонт Трофимович,08.03.1990,67582935742538236635,"402074,77",RUB,TXN-000651,списание,"30380,65",10.02.2025
Аполлон Феодосьевич Красильников,04.01.1974,48585148760366575923,"296562,94",USD,TXN-000652,пополнение,"4745,09",30.05.2024
Михайлов Болеслав Федосеевич,08.11.1943,69286010886924368178,"454399,05",RUB,TXN-000653,пополнение,"30424,03",26.07.2025
Милен Харитонович Ермаков,24.04.1937,63373542918980927544,"321594,74",EUR,TXN-000654,пополнение,"4068,9",30.07.2025
Михайлов Болеслав Федосеевич,08.11.1943,69286010886924368178,"491332,77",RUB,TXN-000655,пополнение,"36933,72",30.07.2025
Глеб Георгиевич Жуков,14.08.1944,83114364593198963292,"294176,83",USD,TXN-000656,пополнение,"2885,04",31.05.2025
Ксения Дмитриевна Шубина,15.12.1940,06473644888554897665,"2928,32",RUB,TXN-000657,списание,"3106,89",08.02.2021
Ксения Ждановна Ларионова,04.08.1939,38951611025786354700,"292561,77",RUB,TXN-000658,списание,"39200,84",08.11.2024
Виктория Романовна Суворова,08.04.1963,62586253289101690568,"536806,56",RUB,TXN-000659,пополнение,"32746,37",02.08.2025
Лазарев Терентий Чеславович,05.07.1989,31378268392402773177,"335137,26",USD,TXN-000660,пополнение,"2550,32",17.07.2025
Людмила Болеславовна Беспалова,22.03.1972,81847152947904231821,"439291,41",RUB,TXN-000661,пополнение,"25677,55",06.01.2024
Аполлон Феодосьевич Красильников,04.01.1974,94001357202243386325,"499706,62",USD,TXN-000662,пополнение,"2359,22",08.07.2024
Синклитикия Кузьминична Бирюкова,05.02.1979,90553737743122339439,"144041,17",RUB,TXN-000663,списание,"27878,43",27.11.2024
Ольга Ильинична Гаврилова,12.11.1995,80143986560071986500,"351917,95",RUB,TXN-000664,пополнение,"8192,32",30.09.2024
Шашкова Анжелика Николаевна,20.01.1958,85345273799296837262,"268808,78",RUB,TXN-000665,пополнение,"8886,52",29.07.2025
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,"594623,86",RUB,TXN-000666,пополнение,"43780,63",10.08.2025
Зиновьева Юлия Даниловна,29.12.2003,75482938576120860233,"380102,2",USD,TXN-000667,пополнение,"2707,65",18.04.2025
Савина Дарья Феликсовна,04.10.1981,01594841938006291821,"218517,98",RUB,TXN-000668,пополнение,"24713,05",09.08.2025
Овчинникова Алевтина Робертовна,06.05.1975,81651764468885952063,"198487,27",RUB,TXN-000669,пополнение,"34734,21",27.03.2025
Фаина Робертовна Елисеева,21.03.1985,39752945457649538306,"558829,72",RUB,TXN-000670,пополнение,"5064,86",25.04.2025
Лазарева София Сергеевна,04.08.2000,31302989452475318003,"494028,51",RUB,TXN-000671,пополнение,"13224,99",29.07.2025
Леонтий Вячеславович Морозов,21.09.1950,58127096608739418526,"72013,11",RUB,TXN-000672,пополнение,"12624,26",28.11.2024
Попова Варвара Наумовна,28.08.1950,39686008838265784029,"174355,68",USD,TXN-000673,пополнение,"2160,61",28.07.2025
Пелагея Наумовна Лебедева,02.09.1939,68479970420372918946,"296976,7",RUB,TXN-000674,списание,"42082,85",05.03.2022
Лукин Вениамин Антипович,09.08.2007,71504690165291932671,"548072,31",RUB,TXN-000675,пополнение,"16338,37",24.06.2025
Михаил Валерьянович Ковалев,13.09.2005,10700399580694763355,"416383,17",RUB,TXN-000676,списание,"1307,88",27.04.2025
Костин Митофан Эдуардович,25.10.1976,51513672817730018115,"264362,39",RUB,TXN-000677,пополнение,"32528,21",26.02.2025
Константинова Синклитикия Геннадьевна,15.02.1936,68493786643909960048,"12867,5",RUB,TXN-000678,списание,"26875,25",23.04.2024
Фаина Робертовна Елисеева,21.03.1985,27496337711220257954,"378260,69",RUB,TXN-000679,списание,"6516,12",19.07.2025
Субботин Флорентин Эдгардович,12.06.1990,59215494949426531803,"85050,66",RUB,TXN-000680,пополнение,"15139,45",07.08.2025
Анастасия Натановна Федотова,26.06.1988,21981178628248260336,"165121,19",RUB,TXN-000681,пополнение,"23505,1",18.04.2025
Костин Митофан Эдуардович,25.10.1976,51513672817730018115,"275281,42",RUB,TXN-000682,пополнение,"10919,03",22.06.2025
Зуева Виктория Кузьминична,14.04.1972,60029331023279016372,"337742,96",RUB,TXN-000683,пополнение,"16703,43",19.07.2025
Александров Вячеслав Давыдович,07.10.2000,98996069459646827161,"379663,16",USD,TXN-000684,пополнение,"2126,68",10.08.2025
Комаров Гремислав Адамович,18.04.1967,60449356805627484893,"395350,15",USD,TXN-000685,пополнение,"4127,42",03.08.2025
Волкова Марфа Богдановна,17.10.1963,12126097999128639417,"442601,16",RUB,TXN-000686,пополнение,"43211,35",16.09.2024
Буров Ян Владиславович,07.07.1951,60529691130286631352,"408521,99",RUB,TXN-000687,пополнение,"4386,93",03.08.2025
Исаев Стоян Васильевич,13.05.1936,45877700748187830041,"560599,72",RUB,TXN-000688,пополнение,"22248,41",04.08.2025
Красильников Гостомысл Фадеевич,20.03.1983,43528420951208717804,"78645,04",USD,TXN-000689,пополнение,"2084,72",07.08.2025
Аполлинарий Германович Некрасов,04.11.1993,12663445814239570976,"452805,05",RUB,TXN-000690,пополнение,"26404,7",03.07.2025
Фаина Робертовна Елисеева,21.03.1985,36060130850053356894,"126273,99",RUB,TXN-000691,пополнение,"33220,34",10.09.2024
Сила Ильясович Кондратьев,29.10.1958,95778719091129610582,"498331,13",RUB,TXN-000692,списание,"10884,69",07.08.2025
Сафонова Варвара Харитоновна,06.02.1983,42471587776751170553,"401349,8",RUB,TXN-000693,пополнение,"1250,05",28.07.2025
Беляков Карл Августович,27.03.2007,06944086785451326845,"413705,13",RUB,TXN-000694,пополнение,"43054,46",10.08.2025
Ия Аркадьевна Одинцова,21.05.1977,58630144757125925516,"190590,29",RUB,TXN-000695,пополнение,"6457,66",22.06.2025
Ферапонт Вячеславович Смирнов,07.11.1965,57802656752160230492,"103127,06",RUB,TXN-000696,пополнение,"32273,36",11.10.2022
Константинова Синклитикия Геннадьевна,15.02.1936,68493786643909960048,"8945,27",RUB,TXN-000697,списание,"3922,23",14.09.2024
Комарова Милица Ждановна,02.12.1985,78399839998618376670,"464170,07",RUB,TXN-000698,списание,"9835,93",29.08.2022
Стоян Аверьянович Белоусов,24.07.1952,94084535724116999534,"286136,75",RUB,TXN-000699,пополнение,"13466,89",30.07.2025
Ия Аркадьевна Одинцова,21.05.1977,12956806723959637403,"122724,81",RUB,TXN-000700,пополнение,"4790,15",13.11.2023
Алевтина Вячеславовна Орлова,01.07.1964,78893028346431139987,"339900,72",RUB,TXN-000701,пополнение,"20294,82",16.05.2025
Милен Харитонович Ермаков,24.04.1937,63373542918980927544,"326576,26",EUR,TXN-000702,пополнение,"4981,52",07.08.2025
Прохорова Александра Николаевна,25.10.1972,41322151774963019930,"330080,55",RUB,TXN-000703,пополнение,"45699,34",09.08.2025
София Вадимовна Муравьева,05.02.2006,65646008442428850669,"290554,96",USD,TXN-000704,списание,"2791,57",05.12.2021
Селезнев Соломон Ефремович,06.08.1962,32230189148870087986,"19100,06",RUB,TXN-000705,списание,"9541,38",05.08.2025
Терентий Федотович Авдеев,21.05.2001,91033053000797167796,"31545,61",RUB,TXN-000706,пополнение,"1100,3",04.08.2025
Ольга Ильинична Гаврилова,12.11.1995,49978494142694702284,"309516,02",USD,TXN-000707,пополнение,"2490,86",10.08.2025
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"485460,39",RUB,TXN-000708,пополнение,"27254,74",24.07.2025
Васильев Юрий Фомич,08.10.1942,73692599804370853844,"255732,85",RUB,TXN-000709,пополнение,"17214,03",03.08.2024
Ия Аркадьевна Одинцова,21.05.1977,06140210640542698881,"178334,49",RUB,TXN-000710,списание,"12556,27",10.07.2025
Милица Альбертовна Федорова,30.12.1952,84249374978361576676,"54976,86",RUB,TXN-000711,списание,"30003,95",08.03.2025
Мартьян Фёдорович Кудряшов,11.09.1969,77537790336674678223,"99505,74",RUB,TXN-000712,пополнение,"16908,7",30.03.2025
Светлана Михайловна Васильева,17.09.1942,33250518160647396543,"118924,27",RUB,TXN-000713,пополнение,"10715,08",08.10.2024
Аверкий Елизарович Самойлов,07.03.2007,21506696903684169065,"245648,01",RUB,TXN-000714,пополнение,"43367,29",01.06.2025
Филатов Ферапонт Трофимович,08.03.1990,67582935742538236635,"429264,39",RUB,TXN-000715,пополнение,"27189,62",29.07.2025
Гедеон Федосьевич Калинин,13.06.1987,42844330682120561753,"263042,06",RUB,TXN-000716,пополнение,"27885,24",30.12.2022
Стоян Аверьянович Белоусов,24.07.1952,94084535724116999534,"298892,17",RUB,TXN-000717,пополнение,"12755,42",30.07.2025
Ксения Дмитриевна Шубина,15.12.1940,25352384691482853675,"192075,73",RUB,TXN-000718,списание,"41862,7",01.08.2025
Милан Артёмович Емельянов,24.10.1935,52372950677290858600,"449661,8",USD,TXN-000719,пополнение,"573,16",10.04.2025
Ия Аркадьевна Одинцова,21.05.1977,06140210640542698881,"195286,68",RUB,TXN-000720,пополнение,"16952,19",15.07.2025
Синклитикия Кузьминична Бирюкова,05.02.1979,55262793036358046035,"417255,42",RUB,TXN-000721,пополнение,"39370,09",10.08.2025
Беляков Карл Августович,27.03.2007,06944086785451326845,"449790,98",RUB,TXN-000722,пополнение,"36085,85",10.08.2025
Фаина Робертовна Елисеева,21.03.1985,39752945457649538306,"595287,62",RUB,TXN-000723,пополнение,"36457,9",02.07.2025
Аполлон Феодосьевич Красильников,04.01.1974,48585148760366575923,"299305,54",USD,TXN-000724,пополнение,"2742,6",27.12.2024
Мишина Ирина Николаевна,24.04.2004,35272125170619511971,"217499,02",RUB,TXN-000725,пополнение,"13684,8",10.08.2025
Волкова Марфа Богдановна,17.10.1963,12126097999128639417,"453907,82",RUB,TXN-000726,пополнение,"11306,66",26.04.2025
Конон Эдуардович Егоров,06.04.1956,92770917077135877681,"96828,92",EUR,TXN-000727,пополнение,"2466,86",10.08.2025
Суханова Евпраксия Львовна,20.07.1945,69667099733356507965,"438504,42",RUB,TXN-000728,списание,"17613,68",27.03.2025
Игорь Игнатьевич Кононов,14.01.1992,14956367057431550852,"384600,23",RUB,TXN-000729,пополнение,"43757,37",08.08.2025
Комарова Милица Ждановна,02.12.1985,39437395145416376680,"357197,24",RUB,TXN-000730,пополнение,"49461,91",01.05.2025
Сорокина Алевтина Вениаминовна,08.09.1981,49619732971229051015,"300778,07",RUB,TXN-000731,пополнение,"38998,63",12.12.2024
Нифонт Давидович Абрамов,14.06.1936,63870045289536785574,"194037,15",RUB,TXN-000732,списание,"35226,44",10.08.2025
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,"637417,75",RUB,TXN-000733,пополнение,"42793,89",10.08.2025
Петр Фадеевич Петров,17.02.2005,98136102375181436749,"311550,62",RUB,TXN-000734,пополнение,"33814,64",02.07.2025
Милан Артёмович Емельянов,24.10.1935,52372950677290858600,"452534,2",USD,TXN-000735,пополнение,"2872,4",23.05.2025
Ермаков Парамон Феоктистович,17.10.1977,12078358583783479562,"138999,55",RUB,TXN-000736,пополнение,"5758,02",01.08.2025
Михаил Валерьянович Ковалев,13.09.2005,10700399580694763355,"436073,3",RUB,TXN-000737,пополнение,"19690,13",02.08.2025
Пелагея Аркадьевна Стрелкова,06.03.1935,83010446882223757073,"45645,96",USD,TXN-000738,списание,"285,23",15.04.2025
Савина Дарья Феликсовна,04.10.1981,62213700440504845701,"285330,34",RUB,TXN-000739,списание,"4793,59",10.08.2025
Костина Феврония Кузьминична,09.08.1985,63681242797783447687,"260081,32",RUB,TXN-000740,пополнение,"7490,23",19.07.2025
Пелагея Аркадьевна Стрелкова,06.03.1935,92236380761708816926,"338549,35",RUB,TXN-000741,пополнение,"20663,62",08.08.2025
Красильников Гостомысл Фадеевич,20.03.1983,43528420951208717804,"82219,83",USD,TXN-000742,пополнение,"3574,79",07.08.2025
Калинин Мина Яковлевич,09.06.1994,16291612630487898634,"364632,92",RUB,TXN-000743,списание,"33621,79",03.06.2025
Елисеев Архип Юльевич,28.01.1995,05378399503607954981,"60591,84",RUB,TXN-000744,списание,"33832,03",29.03.2023
Захаров Никон Измаилович,02.05.1953,29854252953173861342,"349316,57",RUB,TXN-000745,пополнение,"33788,98",26.07.2025
Попова Варвара Наумовна,28.08.1950,57830093612040700115,"22190,28",USD,TXN-000746,пополнение,"4124,89",13.01.2025
Иванна Егоровна Федорова,06.08.1990,73737822192244195450,"237839,21",RUB,TXN-000747,пополнение,"9681,61",30.01.2025
Агата Антоновна Фомичева,11.02.1971,98687106674275202420,"356668,17",USD,TXN-000748,списание,"4474,86",10.12.2023
Флорентин Филатович Суворов,02.04.2005,72132021758792464740,"430728,36",RUB,TXN-000749,пополнение,"49871,4",29.01.2025
Ярослав Владленович Буров,10.10.1948,46930242685906249394,"280198,01",RUB,TXN-000750,пополнение,"8916,45",13.07.2025
Анастасия Натановна Федотова,26.06.1988,21981178628248260336,"149044,15",RUB,TXN-000751,списание,"16077,04",21.07.2025
Юлия Афанасьевна Киселева,05.04.1935,98520320237825945395,"232507,68",EUR,TXN-000752,пополнение,"3127,73",21.11.2024
Устинов Мартьян Артемьевич,11.08.1945,33550752817924595323,"248903,12",USD,TXN-000753,списание,"3016,53",16.05.2024
Ксения Дмитриевна Шубина,15.12.1940,06473644888554897665,"15267,76",RUB,TXN-000754,пополнение,"12339,44",08.07.2023
Зиновьева Валерия Юльевна,02.06.1937,04985001820465044524,"304297,25",EUR,TXN-000755,пополнение,"3724,65",09.08.2025
Ксения Матвеевна Симонова,11.12.1974,29277170572708849356,"438445,37",USD,TXN-000756,списание,"955,56",08.08.2025
Сила Ильясович Кондратьев,29.10.1958,95778719091129610582,"506277,19",RUB,TXN-000757,пополнение,"7946,06",09.08.2025
Аполлон Феодосьевич Красильников,04.01.1974,94001357202243386325,"503115,06",USD,TXN-000758,пополнение,"3408,44",05.02.2025
Доронин Мариан Феофанович,31.07.2005,49355113086622022332,"250343,33",RUB,TXN-000759,списание,"37558,38",05.08.2025
Эдуард Харлампович Дементьев,02.06.1989,47933262294457950778,"489608,88",EUR,TXN-000760,пополнение,"2641,33",09.08.2025
Ксения Ждановна Ларионова,04.08.1939,38951611025786354700,"259160,95",RUB,TXN-000761,списание,"33400,82",08.02.2025
Евгения Александровна Филатова,18.11.1952,38520382863294428343,"511176,5",RUB,TXN-000762,списание,"5315,94",05.08.2025
Николаева Фаина Дмитриевна,27.05.1988,50243294730672516755,"321276,3",RUB,TXN-000763,списание,"48720,04",24.06.2025
Виноградова Марфа Андреевна,30.09.1990,93898177672506080061,"294234,39",RUB,TXN-000764,пополнение,"13208,4",05.01.2025
Суханова Евпраксия Львовна,20.07.1945,89897989770943172369,"407533,17",USD,TXN-000765,пополнение,"2577,71",22.12.2024
Эдуард Харлампович Дементьев,02.06.1989,47933262294457950778,"493039,23",EUR,TXN-000766,пополнение,"3430,35",09.08.2025
Константинова Синклитикия Геннадьевна,15.02.1936,15500929923189665257,"333839,27",RUB,TXN-000767,пополнение,"3754,96",28.07.2025
Флорентин Филатович Суворов,02.04.2005,72132021758792464740,"393038,04",RUB,TXN-000768,списание,"37690,32",12.07.2025
Виктория Романовна Суворова,08.04.1963,62586253289101690568,"572898,79",RUB,TXN-000769,пополнение,"36092,23",04.08.2025
Виноградова Марфа Андреевна,30.09.1990,93898177672506080061,"296248,63",RUB,TXN-000770,пополнение,"2014,24",02.04.2025
Савельев Фока Елизарович,22.09.1958,21249589365197667007,"49211,58",RUB,TXN-000771,списание,"15020,73",24.02.2025
Зиновьева Валерия Юльевна,02.06.1937,99204802300717699155,"438007,26",RUB,TXN-000772,пополнение,"13943,59",26.07.2022
Тетерин Гедеон Димитриевич,09.07.1996,16380657400895940552,"98703,97",RUB,TXN-000773,списание,"41805,58",16.05.2025
Назаров Эмиль Димитриевич,01.04.1939,10726008725230400965,"358747,25",RUB,TXN-000774,пополнение,"38511,64",13.06.2025
Ксения Ждановна Ларионова,04.08.1939,91406038035570606272,"126399,31",RUB,TXN-000775,списание,"26437,82",22.04.2025
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,"611233,49",RUB,TXN-000776,списание,"26184,26",10.08.2025
Наркис Устинович Тихонов,18.04.1947,62812103454020445790,"424308,93",RUB,TXN-000777,пополнение,"2766,39",22.07.2025
Беляков Карл Августович,27.03.2007,06944086785451326845,"478814,64",RUB,TXN-000778,пополнение,"29023,66",10.08.2025
Мартынов Никифор Ефимович,01.09.2005,15619190708569692187,"528075,61",RUB,TXN-000779,пополнение,"4773,51",02.08.2025
Светлана Валериевна Терентьева,03.12.1993,03682666151592151412,"525218,93",RUB,TXN-000780,списание,"3710,63",05.05.2023
г-н Мамонтов Бронислав Викторович,28.07.2003,18855750361877631254,"345461,38",RUB,TXN-000781,списание,"29161,54",23.11.2024
Элеонора Альбертовна Якушева,13.06.1942,94568546041364512615,"114396,1",USD,TXN-000782,пополнение,"3450,78",29.07.2025
Зуева Виктория Кузьминична,14.04.1972,60029331023279016372,"373335,12",RUB,TXN-000783,пополнение,"35592,16",10.08.2025
Агата Антоновна Фомичева,11.02.1971,98687106674275202420,"353441,02",USD,TXN-000784,списание,"3227,15",02.01.2025
Евсеев Арефий Адамович,21.11.1948,68996098323391090719,"351694,08",RUB,TXN-000785,пополнение,"39809,76",22.07.2025
Милан Артёмович Емельянов,24.10.1935,62518055440941623223,"169332,55",RUB,TXN-000786,пополнение,"24028,01",24.08.2024
Анастасия Натановна Федотова,26.06.1988,21981178628248260336,"147276,17",RUB,TXN-000787,списание,"1767,98",22.07.2025
Дарья Ивановна Дроздова,24.03.1963,78945063142576271983,"26552,3",RUB,TXN-000788,пополнение,"14045,53",04.01.2025
Ольга Ильинична Гаврилова,12.11.1995,49978494142694702284,"310247,47",USD,TXN-000789,пополнение,"731,45",10.08.2025
Анжелика Владиславовна Стрелкова,27.03.2006,07411580587527808553,"179990,12",RUB,TXN-000790,списание,"21352,07",12.01.2024
Филатов Ферапонт Трофимович,08.03.1990,76021444342048832017,"481196,25",RUB,TXN-000791,списание,"366,91",01.08.2025
Феофан Фокич Константинов,06.01.1979,39487202310676406682,"64863,73",EUR,TXN-000792,пополнение,"4642,4",22.07.2025
Устинов Мартьян Артемьевич,11.08.1945,33550752817924595323,"251031,74",USD,TXN-000793,пополнение,"2128,62",21.11.2024
Ярослав Владленович Буров,10.10.1948,46930242685906249394,"320542,16",RUB,TXN-000794,пополнение,"40344,15",06.08.2025
Суханова Евпраксия Львовна,20.07.1945,89897989770943172369,"407547,11",USD,TXN-000795,пополнение,"13,94",15.05.2025
Анастасия Натановна Федотова,26.06.1988,21981178628248260336,"193015,53",RUB,TXN-000796,пополнение,"45739,36",06.08.2025
Калинин Мина Яковлевич,09.06.1994,16291612630487898634,"335599,19",RUB,TXN-000797,списание,"29033,73",09.07.2025
Русаков Михаил Изотович,24.01.1979,49969426189905679819,"41752,37",RUB,TXN-000798,пополнение,"8280,19",11.05.2025
Петр Фадеевич Петров,17.02.2005,98136102375181436749,"334773,83",RUB,TXN-000799,пополнение,"23223,21",13.07.2025
Селиверст Борисович Родионов,27.12.2006,97672345039464067637,"221538,37",RUB,TXN-000800,пополнение,"785,29",08.08.2025
Милица Альбертовна Федорова,30.12.1952,92468136018969652921,"109542,03",RUB,TXN-000801,пополнение,"40786,2",27.05.2025
Костин Митофан Эдуардович,25.10.1976,85751048734452419009,"20391,71",RUB,TXN-000802,пополнение,"12435,58",09.07.2025
Милан Артёмович Емельянов,24.10.1935,74195973141159835657,"506287,17",RUB,TXN-000803,пополнение,"44097,69",24.07.2025
Анжелика Владиславовна Стрелкова,27.03.2006,07411580587527808553,"180815,37",RUB,TXN-000804,пополнение,"825,25",17.05.2025
Константинова Синклитикия Геннадьевна,15.02.1936,68493786643909960048,"28582,97",RUB,TXN-000805,пополнение,"19637,7",03.12.2024
Сафонова Варвара Харитоновна,06.02.1983,92832198326716442413,"472551,43",RUB,TXN-000806,списание,"49130,69",22.07.2025
Михаил Валерьянович Ковалев,13.09.2005,99524700644080498375,"228278,69",USD,TXN-000807,списание,"4203,6",06.08.2025
Евсеев Арефий Адамович,21.11.1948,69273345637500895976,"134361,12",RUB,TXN-000808,списание,"25244,05",17.05.2025
Зиновьева Валерия Юльевна,02.06.1937,04985001820465044524,"302797,5",EUR,TXN-000809,списание,"1499,75",10.08.2025
Агата Антоновна Фомичева,11.02.1971,98687106674275202420,"353579,47",USD,TXN-000810,пополнение,"138,45",26.05.2025
Прохорова Прасковья Руслановна,24.12.1998,03388896194371541907,"303494,41",RUB,TXN-000811,списание,"44875,19",21.07.2025
Мишина Ирина Николаевна,24.04.2004,35272125170619511971,"185838,66",RUB,TXN-000812,списание,"31660,36",10.08.2025
Шашкова Анжелика Николаевна,20.01.1958,85345273799296837262,"268059,57",RUB,TXN-000813,списание,"749,21",31.07.2025
Устинов Мартьян Артемьевич,11.08.1945,75620414781220757842,"103008,6",RUB,TXN-000814,пополнение,"20039,97",16.09.2022
Суханова Евпраксия Львовна,20.07.1945,89897989770943172369,"410944,83",USD,TXN-000815,пополнение,"3397,72",02.07.2025
Иванна Егоровна Федорова,06.08.1990,73737822192244195450,"270487,18",RUB,TXN-000816,пополнение,"32647,97",26.03.2025
Аполлон Феодосьевич Красильников,04.01.1974,94001357202243386325,"507395,62",USD,TXN-000817,пополнение,"4280,56",10.08.2025
Костин Митофан Эдуардович,25.10.1976,51513672817730018115,"315334,55",RUB,TXN-000818,пополнение,"40053,13",14.07.2025
Элеонора Альбертовна Якушева,13.06.1942,13194609969557752414,"12618,85",RUB,TXN-000819,пополнение,"5853,52",05.01.2025
Лазарев Терентий Чеславович,05.07.1989,31378268392402773177,"330862,96",USD,TXN-000820,списание,"4274,3",31.07.2025
Синклитикия Кузьминична Бирюкова,05.02.1979,69971807334747909852,"389435,19",RUB,TXN-000821,списание,"12037,24",11.07.2025
Юлия Афанасьевна Киселева,05.04.1935,98520320237825945395,"233033,62",EUR,TXN-000822,пополнение,"525,94",03.08.2025
Аполлон Феодосьевич Красильников,04.01.1974,50660851436704202567,"433594,95",RUB,TXN-000823,пополнение,"18189,24",06.09.2024
Калинин Мина Яковлевич,09.06.1994,16291612630487898634,382632,RUB,TXN-000824,пополнение,"47032,81",19.07.2025
Элеонора Альбертовна Якушева,13.06.1942,94568546041364512615,"116174,68",USD,TXN-000825,пополнение,"1778,58",30.07.2025
Аполлон Феодосьевич Красильников,04.01.1974,48585148760366575923,"302946,16",USD,TXN-000826,пополнение,"3640,62",03.06.2025
Алевтина Вячеславовна Орлова,01.07.1964,21037203801812628528,"240003,16",RUB,TXN-000827,списание,"46486,2",13.11.2024
Исаев Стоян Васильевич,13.05.1936,44167901934108031377,"327075,19",RUB,TXN-000828,пополнение,"28078,65",10.08.2025
Иларион Тимурович Гордеев,16.11.1959,27053068335256992621,"281335,32",RUB,TXN-000829,пополнение,"6363,66",31.07.2025
Петр Фадеевич Петров,17.02.2005,98136102375181436749,"378614,2",RUB,TXN-000830,пополнение,"43840,37",08.08.2025
Мартьян Фёдорович Кудряшов,11.09.1969,77537790336674678223,"109958,46",RUB,TXN-000831,пополнение,"10452,72",22.04.2025
Суханова Евпраксия Львовна,20.07.1945,89897989770943172369,"412866,35",USD,TXN-000832,пополнение,"1921,52",27.07.2025
Дарья Ивановна Дроздова,24.03.1963,78945063142576271983,"38457,04",RUB,TXN-000833,пополнение,"11904,74",05.07.2025
Мартынов Никифор Ефимович,01.09.2005,02565552571400423200,"553718,36",RUB,TXN-000834,пополнение,23288,27.02.2025
Ермаков Парамон Феоктистович,17.10.1977,95985837319843106517,"243337,3",RUB,TXN-000835,списание,"11500,73",26.06.2025
София Вадимовна Муравьева,05.02.2006,91550671785488028133,"485853,27",RUB,TXN-000836,пополнение,"45648,09",07.08.2025
Лазарева София Сергеевна,04.08.2000,96653853232141525980,"491860,69",RUB,TXN-000837,пополнение,"34929,72",06.07.2025
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"32104,62",RUB,TXN-000838,списание,"25663,79",09.08.2025
Капитон Филатович Гущин,09.11.1959,24045722983361752847,"130052,39",EUR,TXN-000839,пополнение,"2058,51",24.10.2024
Юлия Афанасьевна Киселева,05.04.1935,65010899861530041303,"221052,24",RUB,TXN-000840,пополнение,"9914,76",06.08.2025
Петр Фадеевич Петров,17.02.2005,98136102375181436749,"379173,32",RUB,TXN-000841,пополнение,"559,12",10.08.2025
Сила Ильясович Кондратьев,29.10.1958,04936596436657394307,"65203,32",RUB,TXN-000842,пополнение,"48659,92",25.10.2023
Конон Эдуардович Егоров,06.04.1956,27515642335903939083,"360945,73",RUB,TXN-000843,пополнение,"49223,65",22.09.2023
Субботин Флорентин Эдгардович,12.06.1990,53448015462291290446,"283607,58",EUR,TXN-000844,пополнение,"3884,67",05.07.2025
Субботин Флорентин Эдгардович,12.06.1990,53448015462291290446,"279146,13",EUR,TXN-000845,списание,"4461,45",27.07.2025
Леонтий Вячеславович Морозов,21.09.1950,77651645977260069869,232519,RUB,TXN-000846,списание,"870,83",05.08.2025
Эдуард Харлампович Емельянов,29.07.2006,41479880868707720722,"387949,69",EUR,TXN-000847,пополнение,"2085,79",02.09.2022
Надежда Владиславовна Самсонова,08.03.1992,78602808705459454432,"407779,37",RUB,TXN-000848,пополнение,"27526,15",27.07.2025
Баранова Анна Олеговна,26.03.1994,80236931652554390951,"316546,95",USD,TXN-000849,пополнение,"2475,85",09.05.2024
Дарья Ивановна Дроздова,24.03.1963,49464754810726975986,"491366,06",USD,TXN-000850,пополнение,"1589,85",31.08.2024
Ферапонт Вячеславович Смирнов,07.11.1965,57802656752160230492,"143229,03",RUB,TXN-000851,пополнение,"40101,97",26.02.2024
Милан Артёмович Емельянов,24.10.1935,52372950677290858600,"456779,55",USD,TXN-000852,пополнение,"4245,35",10.08.2025
Волкова Марфа Богдановна,17.10.1963,12126097999128639417,"425014,5",RUB,TXN-000853,списание,"28893,32",31.07.2025
Селезнев Соломон Ефремович,06.08.1962,32230189148870087986,"16507,63",RUB,TXN-000854,списание,"2592,43",06.08.2025
Ия Аркадьевна Одинцова,21.05.1977,12956806723959637403,"163298,06",RUB,TXN-000855,пополнение,"40573,25",18.01.2025
Баранова Анна Олеговна,26.03.1994,80236931652554390951,"320951,4",USD,TXN-000856,пополнение,"4404,45",02.03.2025
Устинов Мартьян Артемьевич,11.08.1945,33550752817924595323,248865,USD,TXN-000857,списание,"2166,74",11.06.2025
Субботин Флорентин Эдгардович,12.06.1990,53448015462291290446,"280377,68",EUR,TXN-000858,пополнение,"1231,55",06.08.2025
Надежда Владиславовна Самсонова,08.03.1992,78602808705459454432,"413556,09",RUB,TXN-000859,пополнение,"5776,72",30.07.2025
Игнатьева Ксения Болеславовна,25.08.1969,06345408189185855172,62829,RUB,TXN-000860,пополнение,"21868,6",25.05.2025
Аполлинарий Германович Некрасов,04.11.1993,12663445814239570976,"484514,91",RUB,TXN-000861,пополнение,"31709,86",02.08.2025
Зиновьева Юлия Даниловна,29.12.2003,97306037155849349479,"158923,77",RUB,TXN-000862,пополнение,"4842,51",29.09.2024
София Вадимовна Муравьева,05.02.2006,65646008442428850669,"288927,53",USD,TXN-000863,списание,"1627,43",24.01.2022
